"","id","book","book_num","chapter","chapter_num","character","full_text","character_lines","writer","director","imdb_rating"
"308",308,"Water",1,"The Avatar Returns",2,"Katara","[Annoyed.] He's not my --","He's not my --","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"309",309,"Water",1,"The Avatar Returns",2,"Sokka","[Shrugging, nonchalant.] Whatever.","Whatever.","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"310",310,"Water",1,"The Avatar Returns",2,"Kanna","[Accusingly.] What do you two think you're doing?","What do you two think you're doing?","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"311",311,"Water",1,"The Avatar Returns",2,"Scene Description","The two siblings turn around, look at her and try to act as innocently as possible; Sokka grins broadly.",NA,"Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"312",312,"Water",1,"The Avatar Returns",2,"Kanna","[Smiling warmly.] You'll need these. [Kanna holds up their sleeping bags.] You have a long journey ahead of you. [The siblings glance at each other in surprise. Kanna walks over to face Katara.] It's been so long since I've had hope, but you brought it back to life, my little waterbender. [Hugs Katara and who at the end takes the sleeping back out of her hands; to Sokka.] And you, my brave warrior, be nice to your sister.","You'll need these.  You have a long journey ahead of you.  It's been so long since I've had hope, but you brought it back to life, my little waterbender.  And you, my brave warrior, be nice to your sister.","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"313",313,"Water",1,"The Avatar Returns",2,"Sokka","[Kanna hugs Sokka, who, slightly embarrassed, pats her back.] Yeah, okay Gran. [He smiles broadly when she releases him.]","Yeah, okay Gran.","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"314",314,"Water",1,"The Avatar Returns",2,"Kanna","Aang is the Avatar. He's the world's only chance. You both found him for a reason. Now your destinies are intertwined with his.","Aang is the Avatar. He's the world's only chance. You both found him for a reason. Now your destinies are intertwined with his.","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"315",315,"Water",1,"The Avatar Returns",2,"Scene Description","The two siblings look at each other uneasily.",NA,"Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"316",316,"Water",1,"The Avatar Returns",2,"Katara","[Pointing at the ready canoe.] There's no way we're going to catch a warship with a canoe.","There's no way we're going to catch a warship with a canoe.","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"317",317,"Water",1,"The Avatar Returns",2,"Scene Description","The camera pans up to reveal Appa appearing over an icy hill on the horizon. He makes his presence known by growling.",NA,"Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"318",318,"Water",1,"The Avatar Returns",2,"Katara","[Brightly.] Appa! [Begins running toward the bison.]","Appa!","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"319",319,"Water",1,"The Avatar Returns",2,"Sokka","[Annoyed.] You just looove taking me out of my comfort zone, don't you?","You just looove taking me out of my comfort zone, don't you?","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"320",320,"Water",1,"The Avatar Returns",2,"Scene Description","The scene changes, showing a side-view of Zuko's ship as it makes its way through the icy waters. Aang, Zuko, Iroh and some of Zuko's men are standing on deck. Aang's hands are bound behind his back while Zuko holds Aang's staff.",NA,"Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"321",321,"Water",1,"The Avatar Returns",2,"Zuko","This staff will make an excellent gift for my father. [Inspects the staff further.] I suppose you wouldn't know of fathers, being raised by monks. [To his soldiers.] Take the Avatar to the prison hold, [Handing the staff to Iroh.] and take this to my quarters.","This staff will make an excellent gift for my father.  I suppose you wouldn't know of fathers, being raised by monks.  Take the Avatar to the prison hold,  and take this to my quarters.","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"322",322,"Water",1,"The Avatar Returns",2,"Scene Description","Iroh takes the staff and looks at it for a moment while Zuko walks away.",NA,"Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"323",323,"Water",1,"The Avatar Returns",2,"Iroh","[Turns to one of Zuko's men and gives him the staff; casually.] Hey, you mind taking this to his quarters for me?","Hey, you mind taking this to his quarters for me?","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"324",324,"Water",1,"The Avatar Returns",2,"Scene Description","The firebender accepts the staff and Iroh walks away. Aang is pushed forward by two of the soldiers and he grunts as they roughly shove him ahead. A side-view shows how Aang is being taken below while Iroh and the firebender carrying Aang's staff are walking toward a door leading to the upper decks. A close-up of Aang as his group begins descending a staircase leading to compartment beneath the deck. Cut to a shot from Aang's point of view as he descends the staircase, the outside world disappearing from view. He tries to keep an eye on his staff for as long as possible.
The scene switches for a moment to an overview shot of the ship as it makes its way through the water, flanked by large icebergs, before changing back to the cuffed Aang walking through a corridor on the lower deck. He walks down a corridor, one soldier before him, one following after him.",NA,"Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"325",325,"Water",1,"The Avatar Returns",2,"Aang","[Slyly.] So, I guess you've never fought an airbender before. I bet I could take you both with my hands tied behind my back.","So, I guess you've never fought an airbender before. I bet I could take you both with my hands tied behind my back.","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"326",326,"Water",1,"The Avatar Returns",2,"Firebender","[Unamused.] Silence.","Silence.","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"327",327,"Water",1,"The Avatar Returns",2,"Scene Description","The party stops and Aang observes the soldier in front of him preparing to unlock a door. As the guard in front of him begins to unlock the cell, Aang inhales deeply and unleashes a powerful breath, stunning both of them. The firebender before him slams into the door subsequently knocked out from the impact. Aang is sent several feet back, slamming into the guard behind him. They both fly back even further, where they crash into the stairs. The soldier behind Aang is also knocked out by the impact, while Aang propels himself onto the deck and kicks open a door using airbending. He quickly runs down the hallway, panting heavily. He tosses a frightened look over his shoulder, afraid that he is being followed. Cut to a shot of the helmsman overlooking the deck. A soldier emerges from the lower deck and addresses him.",NA,"Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"328",328,"Water",1,"The Avatar Returns",2,"Firebender","The Avatar has escaped!","The Avatar has escaped!","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"329",329,"Water",1,"The Avatar Returns",2,"Scene Description","The helmsman immediately turns around and runs off the screen.
The scene changes to on overview shot of the seas where Katara and Sokka sit atop Appa, who still has not gone airborne, but is instead swimming in the water. The camera moves closer and Appa growls. Katara is sitting on top of Appa's head, while Sokka rests in the saddle.",NA,"Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"330",330,"Water",1,"The Avatar Returns",2,"Sokka","[Unamused.] Go. Fly. [Katara glances annoyed at her brother.] Soar.","Go. Fly.  Soar.","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"331",331,"Water",1,"The Avatar Returns",2,"Katara","[Pleading as Appa growls again.] Please, Appa. We need your help. Aang needs your help.","Please, Appa. We need your help. Aang needs your help.","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"332",332,"Water",1,"The Avatar Returns",2,"Sokka","[Blandly.] Up. Ascend. Elevate.","Up. Ascend. Elevate.","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"333",333,"Water",1,"The Avatar Returns",2,"Katara","Sokka doesn't believe you can fly, but I do, Appa. [Strokes Appa.] Come on, don't you want to save Aang? [Appa grunts.]","Sokka doesn't believe you can fly, but I do, Appa.  Come on, don't you want to save Aang?","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"334",334,"Water",1,"The Avatar Returns",2,"Sokka","What was it that kid said? Yee-haw? Hup-hup? Wah-hoo? Uh ... Yip-yip?","What was it that kid said? Yee-haw? Hup-hup? Wah-hoo? Uh ... Yip-yip?","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"335",335,"Water",1,"The Avatar Returns",2,"Scene Description","Sokka startles at the sudden movement that last command brought with it as it seemingly prompts Appa. Cut to a shot of his head bobbing in the water as he grunts and beats the water with his tail. After what appears to be a brief running start, he takes flight and soars through the air.",NA,"Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"336",336,"Water",1,"The Avatar Returns",2,"Katara","[Thrilled.] You did it, Sokka!","You did it, Sokka!","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"337",337,"Water",1,"The Avatar Returns",2,"Sokka","[Ecstatically looking over the rim of the saddle.] He's flying! He's flying! Katara, he's -","He's flying! He's flying! Katara, he's -","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"338",338,"Water",1,"The Avatar Returns",2,"Scene Description","Cuts to shot of Katara, who smirks at her brother. Seeing this, Sokka tries to play it cool.",NA,"Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"339",339,"Water",1,"The Avatar Returns",2,"Sokka","[Sheepishly.] I mean, big deal. He's flying. [Brightens quickly.]","I mean, big deal. He's flying.","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"340",340,"Water",1,"The Avatar Returns",2,"Scene Description","Shows a shot of Appa rising higher into the sky.
The scene changes back to the Fire Nation ship, where Aang is frantically running through the corridors. He stops in his tracks and yells when he encounters three soldiers standing with swords drawn in the middle of the corridor.",NA,"Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"341",341,"Water",1,"The Avatar Returns",2,"Aang","You haven't seen my staff around, have you?","You haven't seen my staff around, have you?","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"342",342,"Water",1,"The Avatar Returns",2,"Scene Description","The three men prepare to attack him, but before they can make a move, Aang sprints across the hallway at the speed of wind, along the floor and the walls, spiraling in circular patterns past the soldiers, through their legs, and manages to escape, leaving the soldiers looking dumbfounded.",NA,"Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"343",343,"Water",1,"The Avatar Returns",2,"Aang","[Off camera.] Thanks anyway!","Thanks anyway!","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"344",344,"Water",1,"The Avatar Returns",2,"Scene Description","He continues racing through the hallways of the ship and encounters a single guard when he rose another deck. The soldier fires a blast at Aang, who leaps forward. A slow-motion shot depicts Aang somersaulting over the soldier and using the sharp tip of his helmet to cut his bindings, thus freeing him. The soldier falls over from the impact and Aang proceeds down the hall. The young Avatar races through the interior, opening two doors leading to various compartments of the ship. Upon opening the third door, he finds Iroh sleeping blissfully, snoring. He begins closing the door, his mouth still visible through the crack.",NA,"Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
